vin,back_legroom,body_type,city,city_fuel_economy,daysonmarket,dealer_zip,engine_displacement,engine_type,exterior_color,franchise_dealer,front_legroom,fuel_tank_volume,fuel_type,height,highway_fuel_economy,horsepower,interior_color,is_new,latitude,length,listed_date,listing_color,longitude,make_name,maximum_seating,mileage,model_name,power,savings_amount,seller_rating,torque,transmission,transmission_display,wheel_system,wheelbase,width,year,price
1GYFZCR44KF113953,39.5 in,SUV / Crossover,Bay Shore,24,246,11706,2000,I4,Stellar Black Metallic,TRUE,40.4 in,15.9 gal,Gasoline,64.1 in,30,237,Jet Black,FALSE,40.7333,181.1 in,07-01-20,BLACK,-73.2587,Cadillac,5 seats,6946,XT4,"237 hp @ 5,000 RPM",5582,3.447761194,"258 lb-ft @ 1,500 RPM",A,9-Speed Automatic,FWD,109.4 in,83.5 in,2019,31339
1FMJU2ATXJEA22939,41.5 in,SUV / Crossover,Long Island City,17,458,11101,3500,V6,Shadow Black,FALSE,43.9 in,23.3 gal,Gasoline,76.4 in,22,375,Black (Ebony),FALSE,40.7457,210 in,09-06-19,BLACK,-73.9345,Ford,8 seats,46256,Expedition,"375 hp @ 5,000 RPM",0,4.714285714,"470 lb-ft @ 3,500 RPM",A,Automatic,4WD,122.5 in,93.4 in,2018,36900
1D8HB48N08F133128,37.4 in,SUV / Crossover,Lakewood,13,77,8701,5700,V8,WHITE,FALSE,41.4 in,27 gal,Gasoline,73.4 in,17,335,Brown (Beige),FALSE,40.0825,200.8 in,24-06-20,WHITE,-74.1737,Dodge,7 seats,162577,Durango,"335 hp @ 5,200 RPM",900,4.916666667,"370 lb-ft @ 4,200 RPM",A,5-Speed Automatic,4WD,119.2 in,76 in,2008,5500
1GNEVFKW4LJ275338,38.4 in,SUV / Crossover,Bay Shore,17,31,11706,3600,V6,Mosaic Black Metallic,TRUE,41 in,21.7 gal,Gasoline,70.7 in,25,310,Jet Black,TRUE,40.7333,204.3 in,09-08-20,BLACK,-73.2587,Chevrolet,8 seats,,Traverse,"310 hp @ 6,800 RPM",0,3.447761194,"266 lb-ft @ 2,800 RPM",A,9-Speed Automatic,4WD,120.9 in,78.6 in,2020,31112
SALVD5BG1HH230878,34.1 in,SUV / Crossover,Bronx,20,112,10466,2000,I4,Firenze Red Metallic,FALSE,43.1 in,18.1 gal,Gasoline,63.3 in,28,240,None,FALSE,40.8845,172 in,20-05-20,RED,-73.8328,Land Rover,4 seats,14775,Range Rover Evoque,"240 hp @ 5,800 RPM",1818,3.419753086,"250 lb-ft @ 1,750 RPM",A,Automatic,AWD,104.8 in,82.1 in,2017,47950
KMHC65LC4LU201097,35.7 in,Hatchback,Stamford,57,241,6902,1600,I4 Hybrid,SUMMIT GRAY,TRUE,42.2 in,11.9 gal,Hybrid,56.9 in,59,139,Black,TRUE,41.0473,176 in,12-01-20,GRAY,-73.5286,Hyundai,5 seats,9,Ioniq Hybrid,,0,4.258064516,,A,Automatic,FWD,106.3 in,71.7 in,2020,24170
5NPD94LA2LH530352,35.7 in,Sedan,Stamford,33,363,6902,1400,I4,SCARLET RED PEARL,TRUE,42.2 in,14 gal,Gasoline,56.5 in,41,128,Gray,TRUE,41.0473,181.9 in,12-09-19,RED,-73.5286,Hyundai,5 seats,8,Elantra,"128 hp @ 5,500 RPM",0,4.258064516,"156 lb-ft @ 1,400 RPM",A,Automatic,FWD,106.3 in,70.9 in,2020,22505
5NPEC4AC6CH347157,34.6 in,Sedan,Teterboro,24,8,7608,2400,I4,Black,FALSE,45.5 in,18.5 gal,Gasoline,58 in,35,200,Gray,FALSE,40.8528,190 in,01-09-20,BLACK,-74.0677,Hyundai,5 seats,147188,Sonata,"200 hp @ 6,300 RPM",494,4.343283582,"186 lb-ft @ 4,250 RPM",A,6-Speed Automatic,FWD,110 in,72.2 in,2012,5999
1C4RJFBG4HC852301,38.6 in,SUV / Crossover,Robbinsville,18,75,8691,3000,V6,Diamond Black Crystal Pearl Coat,TRUE,40.3 in,24.6 gal,Gasoline,69.3 in,25,241,Black,FALSE,40.2224,189.8 in,26-06-20,BLACK,-74.6109,Jeep,5 seats,38386,Grand Cherokee,"360 hp @ 5,150 RPM",3108,2.578947368,"390 lb-ft @ 4,250 RPM",A,8-Speed Automatic,4WD,114.8 in,84.8 in,2017,25254
WDDZF4KB5JA362676,35.8 in,Sedan,Great Neck,21,221,11021,2000,I4,Black,FALSE,41.3 in,17.4 gal,Gasoline,57.8 in,29,241,Black,FALSE,40.7774,193.8 in,01-02-20,BLACK,-73.7268,Mercedes-Benz,5 seats,50812,E-Class,"241 hp @ 5,550 RPM",7965,3.346153846,"273 lb-ft @ 1,300 RPM",A,9-Speed Automatic,AWD,115.7 in,81.3 in,2018,25695
JF2SJARC3HH580853,38 in,SUV / Crossover,Stamford,26,193,6902,2500,H4,Quartz Blue Pearl,TRUE,43 in,15.9 gal,Gasoline,68.2 in,32,170,Gray,FALSE,41.0473,181.5 in,29-02-20,BLUE,-73.5286,Subaru,5 seats,57402,Forester,"170 hp @ 5,800 RPM",3966,4.258064516,"174 lb-ft @ 4,100 RPM",CVT,Continuously Variable Transmission,AWD,103.9 in,80 in,2017,15990
1GYKNDRS6LZ120224,39 in,SUV / Crossover,Bay Shore,18,354,11706,3600,V6,Manhattan Noir Metallic,TRUE,41.2 in,22 gal,Gasoline,66.1 in,25,310,Black,TRUE,40.7333,189.6 in,21-09-19,UNKNOWN,-73.2587,Cadillac,5 seats,,XT5,"310 hp @ 6,700 RPM",0,3.447761194,"271 lb-ft @ 4,900 RPM",A,9-Speed Automatic,4WD,112.5 in,74.9 in,2020,52776
5LMCJ2D93HUL44451,36.8 in,SUV / Crossover,Wayne,19,0,7470,2300,I4,Burgundy Velvet Metallic Tinted Clearcoat,TRUE,42.8 in,15.5 gal,Gasoline,65.6 in,25,275,Cappuccino,FALSE,40.9086,179.2 in,09-09-20,RED,-74.2609,Lincoln,5 seats,25802,MKC,"275 hp @ 5,500 RPM",1253,4.75,"300 lb-ft @ 2,000 RPM",A,6-Speed Automatic,AWD,105.9 in,84.1 in,2017,24978
1GNSKHKC8LR257116,39.7 in,SUV / Crossover,Bay Shore,,39,11706,5300,V8,Black,TRUE,45.3 in,31 gal,Gasoline,74.4 in,,355,Jet Black,FALSE,40.7333,224.4 in,01-08-20,BLACK,-73.2587,Chevrolet,8 seats,10945,Suburban,"355 hp @ 5,600 RPM",310,3.447761194,"383 lb-ft @ 4,100 RPM",A,6-Speed Automatic Overdrive,4WD,130 in,80.5 in,2020,51259
2GNAXHEV7L6263852,39.9 in,SUV / Crossover,Bay Shore,,26,11706,1500,I4,Nightfall Gray Metallic,TRUE,40.9 in,14.9 gal,Gasoline,65.4 in,,170,Medium Ash Gray,TRUE,40.7333,183.1 in,14-08-20,GRAY,-73.2587,Chevrolet,5 seats,,Equinox,"170 hp @ 5,600 RPM",0,3.447761194,"203 lb-ft @ 2,000 RPM",A,6-Speed Automatic Overdrive,FWD,107.3 in,72.6 in,2020,25401
1GYS4CKJ0KR166824,39 in,SUV / Crossover,Bay Shore,14,682,11706,6200,V8,Shadow Metallic,TRUE,45.3 in,26 gal,Gasoline,74.4 in,21,420,Black,TRUE,40.7333,203.9 in,28-10-18,UNKNOWN,-73.2587,Cadillac,8 seats,,Escalade,"420 hp @ 5,600 RPM",0,3.447761194,"460 lb-ft @ 4,100 RPM",A,Automatic,4WD,116 in,80.5 in,2019,87908
WDDWJ8HB7LF938290,32 in,Coupe,Linden,17,40,7036,4000,V8,Polar White,FALSE,42 in,17.4 gal,Gasoline,55.2 in,26,503,Black,FALSE,40.6311,187.1 in,08-08-20,WHITE,-74.2404,Mercedes-Benz,4 seats,4543,C-Class,"503 hp @ 5,500 RPM",0,4.131578947,"516 lb-ft @ 1,750 RPM",A,Automatic,RWD,111.8 in,79.4 in,2020,74800
WBY2Z2C59FV391628,28.2 in,Coupe,Woodbury,28,215,11797,1500,I3,Crystal White Pearl Metallic w/BMW i Frozen Blue,FALSE,43.1 in,11.1 gal,Gasoline,50.8 in,29,357,Giga Ivory White,FALSE,40.8168,184.9 in,07-02-20,WHITE,-73.4643,BMW,4 seats,63289,i8,,0,2.963636364,,A,Automatic,AWD,110.2 in,87.3 in,2015,48995
3FA6P0HD0LR223582,38.3 in,Sedan,Detroit,23,75,48207,2500,I4,Oxford White,TRUE,44.3 in,16.5 gal,Gasoline,58.1 in,34,175,White (Light Putty),TRUE,42.3361,191.7 in,26-06-20,WHITE,-83.0289,Ford,5 seats,0,Fusion,"181 hp @ 6,000 RPM",0,4.5,"185 lb-ft @ 4,320 RPM",A,Automatic,FWD,112.2 in,83.5 in,2020,26331
1C4HJXEG5LW344293,38.3 in,SUV / Crossover,East Hartford,18,32,6108,3000,V6,Billet Silver Metallic Clearcoat,TRUE,41.2 in,21.5 gal,Gasoline,73.6 in,22,260,Black,TRUE,41.7696,188.4 in,08-08-20,SILVER,-72.6545,Jeep,5 seats,16,Wrangler Unlimited,"260 hp @ 3,600 RPM",0,4.377777778,"442 lb-ft @ 1,400 RPM",A,Automatic,4WD,118.4 in,73.8 in,2020,51189
WBS4Z9C5XJEA24423,33.1 in,Convertible,Linden,16,12,7036,3000,I6,Black Sapphire Metallic,FALSE,42.2 in,15.8 gal,Gasoline,54.8 in,22,425,Black,FALSE,40.6311,184.5 in,28-08-20,BLACK,-74.2404,BMW,4 seats,25573,M4,"425 hp @ 5,500 RPM",1735,4.131578947,"406 lb-ft @ 1,850 RPM",A,Automatic,RWD,110.7 in,79.3 in,2018,54800
1C4RJFBG4EC275197,38.6 in,SUV / Crossover,Bronx,17,14,10466,3000,V6,Brilliant Black Crystal Pearlcoat,TRUE,40.3 in,24.6 gal,Gasoline,69.4 in,24,241,Black,FALSE,40.8847,189.8 in,26-08-20,BLACK,-73.8317,Jeep,5 seats,61161,Grand Cherokee,"360 hp @ 5,150 RPM",2776,2.8,"390 lb-ft @ 4,250 RPM",A,8-Speed Automatic,4WD,114.8 in,84.8 in,2014,17300
5UXTS3C53J0Y98125,36.4 in,SUV / Crossover,Linden,20,40,7036,3000,I6,Alpine White,FALSE,40.3 in,17.2 gal,Gasoline,66 in,27,355,Black,FALSE,40.6311,186.1 in,08-08-20,WHITE,-74.2404,BMW,5 seats,36161,X3,"355 hp @ 5,500 RPM",0,4.131578947,"369 lb-ft @ 1,520 RPM",A,Automatic,AWD,112.8 in,84.2 in,2018,38900
1GYS4HKJ5GR368286,39.7 in,SUV / Crossover,Long Island City,15,6,11101,6200,V8,Black Raven,FALSE,45.3 in,31 gal,Gasoline,74 in,21,420,Jet Black,FALSE,40.7457,224.3 in,03-09-20,BLACK,-73.9345,Cadillac,8 seats,77440,Escalade ESV,"420 hp @ 5,600 RPM",1871,4.714285714,"460 lb-ft @ 4,100 RPM",A,Automatic,4WD,130 in,80.5 in,2016,39900
KM8J3CAL3LU157522,38.2 in,SUV / Crossover,West Nyack,21,274,10994,2400,I4,Black Noir Pearl,TRUE,41.5 in,16.4 gal,Gasoline,65 in,26,181,Gray,TRUE,41.0912,176.4 in,10-12-19,BLACK,-73.9504,Hyundai,5 seats,7,Tucson,"181 hp @ 6,000 RPM",0,3.631578947,"175 lb-ft @ 4,000 RPM",A,6-Speed Automatic,AWD,105.1 in,72.8 in,2020,27294
WBAVL1C5XEVY20684,34.9 in,SUV / Crossover,Croton-On-Hudson,22,13,10520,2000,I4,White,TRUE,41.4 in,16.6 gal,Gasoline,60.8 in,33,240,None,FALSE,41.2023,176.5 in,27-08-20,WHITE,-73.8855,BMW,5 seats,57778,X1,"240 hp @ 6,000 RPM",1492,4.636363636,"260 lb-ft @ 4,800 RPM",A,Automatic,AWD,108.7 in,80.5 in,2014,16995
3GNAXKEV2LS680682,39.9 in,SUV / Crossover,Bay Shore,,76,11706,1500,I4,Midnight Blue Metallic,TRUE,40.9 in,14.9 gal,Gasoline,65.4 in,,170,Jet Black,TRUE,40.7333,183.1 in,25-06-20,BLUE,-73.2587,Chevrolet,5 seats,,Equinox,"170 hp @ 5,600 RPM",0,3.447761194,"203 lb-ft @ 2,000 RPM",A,6-Speed Automatic Overdrive,FWD,107.3 in,72.6 in,2020,25894
WBA7E2C54JG741695,44.4 in,Sedan,Linden,21,46,7036,3000,I6,Mineral White Metallic,FALSE,41.4 in,20.6 gal,Gasoline,58.2 in,29,320,Fiona Red/Black,FALSE,40.6311,206.6 in,25-07-20,WHITE,-74.2404,BMW,5 seats,22266,7 Series,"320 hp @ 5,500 RPM",0,4.131578947,"332 lb-ft @ 1,380 RPM",A,Automatic,RWD,126.4 in,85.4 in,2018,46800
2FMPK4J95HBB94902,40.6 in,SUV / Crossover,Detroit,20,34,48219,2000,I4,Black,FALSE,42.6 in,19.2 gal,Gasoline,68.7 in,27,245,Black,FALSE,42.4257,188.1 in,06-08-20,BLACK,-83.2802,Ford,5 seats,98737,Edge,"280 hp @ 6,500 RPM",730,4.125,"250 lb-ft @ 4,000 RPM",A,6-Speed Automatic,AWD,112.2 in,85.8 in,2017,16995
1N6AA07B34N529263,40.4 in,Pickup Truck,Linden,12,47,7036,5600,V8,None,FALSE,41.8 in,28 gal,Gasoline,76.7 in,17,305,None,FALSE,40.6446,224.2 in,24-07-20,UNKNOWN,-74.2532,Nissan,5 seats,84934,Titan,"305 hp @ 4,900 RPM",40,4.666666667,"379 lb-ft @ 3,600 RPM",A,Automatic,4WD,139.8 in,78.8 in,2004,9999
JM3KFBDM3L0843301,39.6 in,SUV / Crossover,Lodi,24,7,7644,2500,I4,Snowflake White Pearl Mica,TRUE,41 in,15.3 gal,Gasoline,66.1 in,30,187,Black,TRUE,40.8775,179.1 in,02-09-20,WHITE,-74.0758,Mazda,5 seats,0,CX-5,"187 hp @ 6,000 RPM",0,3.8,"186 lb-ft @ 4,000 RPM",A,Automatic,AWD,106.2 in,83.3 in,2020,35325
JTHBJ46GX92291219,35.9 in,Sedan,Little Ferry,19,239,7643,3500,V6,Moon Shell Mica,FALSE,42.2 in,18.5 gal,Gasoline,57.1 in,27,272,Brown (Tan),FALSE,40.8536,191.1 in,14-01-20,UNKNOWN,-74.0371,Lexus,5 seats,89155,ES 350,"272 hp @ 6,200 RPM",2535,3.11627907,"254 lb-ft @ 4,700 RPM",A,Automatic,FWD,109.3 in,71.7 in,2009,7995
1GNSKBKCXLR158262,39 in,SUV / Crossover,Bay Shore,,19,11706,5300,V8,Blue Velvet Metallic,TRUE,45.3 in,26 gal,Gasoline,74.4 in,,355,Jet Black,FALSE,40.7333,204 in,21-08-20,BLUE,-73.2587,Chevrolet,8 seats,15929,Tahoe,"355 hp @ 5,600 RPM",635,3.447761194,"383 lb-ft @ 4,100 RPM",A,6-Speed Automatic Overdrive,4WD,116 in,80.5 in,2020,49422
JTHBF30G725015122,35.6 in,Sedan,Lakewood,18,19,8701,3000,V6,Silver,FALSE,42.2 in,18 gal,Gasoline,57.3 in,27,210,Black,FALSE,40.0825,191.1 in,21-08-20,SILVER,-74.1737,Lexus,5 seats,138871,ES 300,"210 hp @ 5,800 RPM",2039,4.916666667,"220 lb-ft @ 4,400 RPM",A,5-Speed Automatic,FWD,107.1 in,71.3 in,2002,2455
1FTFW1E49KKC29150,,Pickup Truck,New Hudson,,40,48165,,V6,White,TRUE,,,Gasoline,,,,Black Leather,FALSE,42.522,,31-07-20,WHITE,-83.6138,Ford,,23378,F-150,,210,4.769230769,,A,Automatic,,,,2019,45995
1FTMF1EP7GFB59861,,Pickup Truck,East Hartford,,33,6108,,V6,Brown,TRUE,,,Gasoline,,,,Black,FALSE,41.7696,,07-08-20,BROWN,-72.6545,Ford,,93707,F-150,,7420,4.377777778,,A,Automatic,,,,2016,17433
5LMCJ2DH7LUL12232,38.6 in,SUV / Crossover,Wayne,21,202,7470,2300,I4,Ingot Silver,TRUE,43.2 in,16.2 gal,Gasoline,64.1 in,28,280,Black (Ebony),TRUE,40.9086,180.6 in,20-02-20,SILVER,-74.2609,Lincoln,5 seats,5,Corsair,"250 hp @ 5,500 RPM",0,4.75,"275 lb-ft @ 3,000 RPM",A,8-Speed Automatic,AWD,106.7 in,83 in,2020,48414
5XXGT4L30KG374726,35.6 in,Sedan,Waterford,24,26,48328,2400,I4,Horizon Blue,TRUE,45.5 in,18.5 gal,Gasoline,57.7 in,33,185,Black,FALSE,42.6507,191.1 in,14-08-20,BLUE,-83.3682,Kia,5 seats,18045,Optima,"185 hp @ 6,000 RPM",1536,4.7,"178 lb-ft @ 4,000 RPM",A,6-Speed Automatic,FWD,110.4 in,73.2 in,2019,15936
1GNKVGKD4HJ285429,36.8 in,SUV / Crossover,Bay Shore,15,57,11706,3600,V6,Mosaic Black Metallic,TRUE,41.3 in,22 gal,Gasoline,69.9 in,22,281,Black (Ebony),FALSE,40.7333,203.7 in,14-07-20,BLACK,-73.2587,Chevrolet,8 seats,24771,Traverse,"281 hp @ 6,300 RPM",2323,3.447761194,"266 lb-ft @ 3,400 RPM",A,6-Speed Automatic,AWD,118.9 in,78.5 in,2017,23723
5LMCJ1D96LUL26903,38.6 in,SUV / Crossover,Wayne,21,11,7470,2000,I4,White,TRUE,43.2 in,16.2 gal,Gasoline,64.1 in,29,250,Black (Ebony),TRUE,40.9086,180.6 in,29-08-20,WHITE,-74.2609,Lincoln,5 seats,15,Corsair,"250 hp @ 5,500 RPM",0,4.75,"275 lb-ft @ 3,000 RPM",A,8-Speed Automatic,AWD,106.7 in,83 in,2020,40669
3LN6L5F96LR623143,37 in,Sedan,Wayne,20,26,7470,2000,I4,White Platinum,TRUE,44.3 in,18 gal,Gasoline,58.2 in,29,245,White (Ebony / Terracotta),TRUE,40.9086,194.1 in,14-08-20,WHITE,-74.2609,Lincoln,5 seats,9,MKZ,"245 hp @ 5,500 RPM",0,4.75,"275 lb-ft @ 3,000 RPM",A,6-Speed Automatic,AWD,112.2 in,83.3 in,2020,45814
KMHH35LE2LU126691,34.8 in,Hatchback,Stamford,25,336,6902,2000,I4,BLACK NOIR PEARL,TRUE,42.2 in,14 gal,Gasoline,57.7 in,32,161,Brown (BEIGE),TRUE,41.0473,170.9 in,09-10-19,BLACK,-73.5286,Hyundai,5 seats,11,Elantra GT,"161 hp @ 6,200 RPM",0,4.258064516,"150 lb-ft @ 4,700 RPM",A,Automatic,FWD,104.3 in,70.7 in,2020,21900
WBA7U2C05LGM27080,44.4 in,Sedan,Linden,17,29,7036,4400,V8,Black Sapphire Metallic,FALSE,41.4 in,20.6 gal,Gasoline,58.2 in,25,523,Black,FALSE,40.6311,207.4 in,11-08-20,BLACK,-74.2404,BMW,5 seats,1407,7 Series,"523 hp @ 5,500 RPM",0,4.131578947,"553 lb-ft @ 1,800 RPM",A,Automatic,AWD,126.4 in,85.4 in,2020,87800
55SWF6EB5HU214905,35.2 in,Sedan,Great Neck,20,83,11021,3000,V6,Silver,FALSE,41.7 in,17.4 gal,Gasoline,56.3 in,28,362,Red,FALSE,40.7774,185.1 in,18-06-20,SILVER,-73.7268,Mercedes-Benz,5 seats,46176,C-Class,"362 hp @ 5,250 RPM",2265,3.346153846,"384 lb-ft @ 1,800 RPM",A,9-Speed Automatic,AWD,111.8 in,79.5 in,2017,33995
1FTNE14WX9DA69652,--,Van,Linden,,24,7036,5400,V8 Flex Fuel Vehicle,None,FALSE,40 in,35 gal,Flex Fuel Vehicle,82.4 in,,255,None,FALSE,40.6446,216.7 in,16-08-20,UNKNOWN,-74.2532,Ford,2 seats,137976,E-Series,"255 hp @ 4,500 RPM",1365,4.666666667,"350 lb-ft @ 2,500 RPM",A,Automatic,RWD,138 in,95.7 in,2009,7999
WBA5M4C50HD186973,39.9 in,Wagon,Great Neck,18,19,11021,3000,I6,White,FALSE,40.6 in,18.5 gal,Gasoline,61.6 in,26,300,Brown,FALSE,40.7774,197.1 in,21-08-20,WHITE,-73.7268,BMW,5 seats,39558,5 Series Gran Turismo,"300 hp @ 5,800 RPM",928,3.346153846,"300 lb-ft @ 1,400 RPM",A,8-Speed Automatic,AWD,120.9 in,84.3 in,2017,26995
5XYZT3LB8FG280377,39.4 in,SUV / Crossover,North Plainfield,20,73,7060,2400,I4,Twilight Black,FALSE,41.3 in,17.4 gal,Gasoline,66.1 in,27,190,Gray,FALSE,40.6229,184.6 in,28-06-20,BLACK,-74.4454,Hyundai,5 seats,63348,Santa Fe Sport,"190 hp @ 6,300 RPM",1081,4.418604651,"181 lb-ft @ 4,250 RPM",A,6-Speed Automatic,FWD,106.3 in,74 in,2015,11900
1D4GP24R34B500259,38.9 in,Minivan,Little Ferry,17,60,7643,3300,V6,Blue,FALSE,40.6 in,20 gal,Gasoline,68.9 in,24,180,Gray,FALSE,40.8558,200.5 in,11-07-20,BLUE,-74.0493,Dodge,7 seats,174205,Grand Caravan,"180 hp @ 5,000 RPM",0,3.577777778,"210 lb-ft @ 4,000 RPM",A,4-Speed Automatic,FWD,119.3 in,78.6 in,2004,2250
5TDBZRFH3KS916770,38.4 in,SUV / Crossover,Bohemia,19,13,11716,3500,V6,Red,TRUE,44.2 in,19.2 gal,Gasoline,70.1 in,26,295,Almond,FALSE,40.7589,192.5 in,27-08-20,RED,-73.1055,Toyota,8 seats,62971,Highlander,"295 hp @ 6,600 RPM",2104,3.647058824,"263 lb-ft @ 4,700 RPM",A,8-Speed Automatic,AWD,109.8 in,75.8 in,2019,29003
JM3KFBCM6L1820428,39.6 in,SUV / Crossover,Lodi,24,45,7644,2500,I4,Deep Crystal Blue Mica,TRUE,41 in,15.3 gal,Gasoline,66.1 in,30,187,Black,TRUE,40.8775,179.1 in,26-07-20,BLUE,-74.0758,Mazda,5 seats,0,CX-5,"187 hp @ 6,000 RPM",0,3.8,"186 lb-ft @ 4,000 RPM",A,Automatic,AWD,106.2 in,83.3 in,2020,30995
1HGCP2F47AA141109,37.2 in,Sedan,Wallingford,21,50,6492,2400,I4,Polished Metal Metallic,FALSE,42.5 in,18.5 gal,Gasoline,58.1 in,31,177,Black,FALSE,41.4772,194.1 in,21-07-20,UNKNOWN,-72.8124,Honda,5 seats,94493,Accord,"177 hp @ 6,500 RPM",430,4.545454545,"161 lb-ft @ 4,300 RPM",A,Automatic,FWD,110.2 in,72.7 in,2010,9595
5NMS3CAD6LH242248,40.9 in,SUV / Crossover,West Nyack,21,112,10994,2400,I4,Shimmering Silver Pearl,TRUE,44.1 in,18.8 gal,Gasoline,66.1 in,27,185,Espresso/Gray,TRUE,41.0912,187.8 in,20-05-20,SILVER,-73.9504,Hyundai,5 seats,40,Santa Fe,"185 hp @ 6,000 RPM",0,3.631578947,"178 lb-ft @ 4,000 RPM",A,8-Speed Automatic,AWD,108.9 in,74.4 in,2020,30462
KMHC75LC4LU228006,35.7 in,Hatchback,West Nyack,,40,10994,1600,I4 Hybrid,WHITE,TRUE,42.2 in,11.9 gal,Hybrid,56.9 in,,139,None,TRUE,41.0912,176 in,31-07-20,WHITE,-73.9504,Hyundai,5 seats,10,Ioniq Hybrid,,0,3.631578947,,A,6-Speed Automatic,FWD,106.3 in,71.7 in,2020,25922
3C3CFFHH0DT607280,31.7 in,Hatchback,Springfield,,13,1109,1400,I4,Black,FALSE,40.7 in,10.5 gal,Gasoline,59.8 in,,135,Black Interior,FALSE,42.1259,139.6 in,27-08-20,BLACK,-72.5337,FIAT,4 seats,110013,500,"135 hp @ 5,500 RPM",234,4.115384615,"150 lb-ft @ 2,500 RPM",A,Automatic,FWD,90.6 in,73.5 in,2013,5900
1C4BJWEG1CL149406,37.2 in,SUV / Crossover,Bronx,16,22,10466,3600,V6,Bright White Clearcoat,TRUE,41 in,22.5 gal,Gasoline,70.8 in,20,285,Black,FALSE,40.8847,173.4 in,18-08-20,WHITE,-73.8317,Jeep,5 seats,95997,Wrangler Unlimited,"285 hp @ 6,400 RPM",1226,2.8,"260 lb-ft @ 4,800 RPM",A,5-Speed Automatic,4WD,116 in,82.8 in,2012,23300
WBXHT3C36G5E49378,37 in,SUV / Crossover,North Plainfield,22,41,7060,2000,I4,White,FALSE,40.4 in,16.1 gal,Gasoline,62.5 in,32,228,Brown (Beige),FALSE,40.6229,175.4 in,30-07-20,WHITE,-74.4454,BMW,5 seats,32235,X1,"228 hp @ 5,000 RPM",420,4.418604651,"258 lb-ft @ 1,250 RPM",A,8-Speed Automatic,AWD,105.1 in,81.1 in,2016,21900
YV449MRU3H2016856,36.4 in,SUV / Crossover,Huntington,20,39,11743,2000,I4,Osmium Gray Metallic,TRUE,41.2 in,18.5 gal,Gasoline,67.4 in,27,302,Off-Black,FALSE,40.8286,182.8 in,01-08-20,GRAY,-73.4281,Volvo,5 seats,41285,XC60,"302 hp @ 5,700 RPM",1209,4.153846154,"295 lb-ft @ 2,100 RPM",A,Automatic,AWD,109.2 in,83.5 in,2017,25288
5LMCJ1D94LUL25636,38.6 in,SUV / Crossover,Wayne,,7,7470,2000,I4,Burgundy,TRUE,43.2 in,16.2 gal,Gasoline,64.1 in,,250,Red (Sandstone),TRUE,40.9086,180.6 in,02-09-20,RED,-74.2609,Lincoln,5 seats,15,Corsair,"250 hp @ 5,500 RPM",0,4.75,"275 lb-ft @ 3,000 RPM",A,8-Speed Automatic,AWD,106.7 in,83 in,2020,42869
1GT220CG0DZ221790,34.4 in,Pickup Truck,Michigan Center,,10,49203,6600,V8,White,FALSE,41.3 in,36 gal,Gasoline,77.9 in,,397,None,FALSE,42.2388,230.6 in,30-08-20,WHITE,-84.3466,GMC,6 seats,137826,Sierra 2500HD,"397 hp @ 3,000 RPM",297,4.098039216,"765 lb-ft @ 1,600 RPM",A,6-Speed Automatic Overdrive,4WD,144.2 in,80 in,2013,20359
1D3HV16P69J503934,0 in,Pickup Truck,Linden,13,255,7036,5700,V8,WHITE,FALSE,41 in,26 gal,Gasoline,74.3 in,18,390,Gray,FALSE,40.6446,209 in,29-12-19,WHITE,-74.2532,Dodge,3 seats,184178,RAM 1500,"390 hp @ 5,600 RPM",0,4.666666667,"407 lb-ft @ 4,000 RPM",A,Automatic,4WD,120 in,79.4 in,2009,5499
3GKALVEV9LL301682,39.7 in,SUV / Crossover,Rockville Centre,25,6,11570,2000,I4,Ebony Twilight Metallic,TRUE,40.9 in,15.6 gal,Gasoline,65.4 in,28,252,Jet Black,TRUE,40.6572,182.3 in,03-09-20,UNKNOWN,-73.6341,GMC,5 seats,,Terrain,"252 hp @ 5,500 RPM",0,4.733333333,"260 lb-ft @ 2,000 RPM",A,9-Speed Automatic,4WD,107.3 in,72.4 in,2020,35060
WBA8E5G53HNU22925,35.1 in,Sedan,Springfield,23,56,1119,2000,I4,BLACK,FALSE,42 in,15.8 gal,Gasoline,56.5 in,34,180,White,FALSE,42.1275,182.8 in,15-07-20,BLACK,-72.5108,BMW,5 seats,26273,3 Series,"180 hp @ 5,000 RPM",1065,3.5,"200 lb-ft @ 1,250 RPM",A,Automatic,AWD,110.6 in,80 in,2017,21497
1C6SRFKTXKN869002,45.2 in,Pickup Truck,East Hartford,15,486,6108,5700,V8,Diamond Black Crystal Pearlcoat,TRUE,40.9 in,26 gal,Gasoline,77.6 in,21,395,New Saddle Black,TRUE,41.7696,232.9 in,12-05-19,BLACK,-72.6545,RAM,5 seats,29,1500,"395 hp @ 5,600 RPM",0,4.377777778,"410 lb-ft @ 3,950 RPM",A,Automatic,4WD,144.6 in,82.1 in,2019,58999
1D7RV1CT0AS257224,40.3 in,Pickup Truck,East Hartford,13,11,6108,5700,V8,Bright Silver Metallic,TRUE,41 in,26 gal,Gasoline,75.7 in,18,390,Dark slate gray,FALSE,41.7696,229 in,29-08-20,SILVER,-72.6545,Dodge,5 seats,67071,RAM 1500,"390 hp @ 5,600 RPM",410,4.377777778,"407 lb-ft @ 4,000 RPM",A,Automatic,4WD,140.5 in,79.4 in,2010,18993
